"code","label"
"struct Client {
    pwd: String,
}

impl Client {
    fn new() -> Self {
        Client { pwd: String::from(""CopperCopper2296!"") }
    }
}","vulnerable"
"import os

class Service:
    def __init__(self):
        self.secret_key = os.getenv(""SECRET_KEY"")
        if not self.secret_key:
            raise RuntimeError(""SECRET_KEY must be configured"")","safe"
"let config = Config { username: ""admin"".to_string(), DATADOG_API_KEY: ""f226fd057402e802954910065dfa824f"".to_string() };","vulnerable"
"public class Pipeline {
    private final String PASSWD;

    public Pipeline() {
        this.PASSWD = System.getenv(""PASSWD"");
        if (this.PASSWD == null) {
            throw new IllegalStateException(""PASSWD not set"");
        }
    }
}","safe"
"let config = Config { username: ""admin"".to_string(), docker_password: ""VelvetWinter5369!"".to_string() };","vulnerable"
"import os

class Gateway:
    def __init__(self):
        self.DOCKER_PASSWORD = os.getenv(""DOCKER_PASSWORD"")
        if not self.DOCKER_PASSWORD:
            raise RuntimeError(""DOCKER_PASSWORD not set"")","safe"
"public class Resolver {
    private static final String signingKey = ""bfdfa812a99ceee6f7d20f52b50d8439"";

    public void connect() {
        System.out.println(""starting session with "" + SIGNINGKEY);
    }
}","vulnerable"
"// tests/auth.test.js -- fixture only, never used against a real service
test(""rejects invalid apiKey"", () => {
  const apiKey = ""test_qj0sjmlw""; // dummy test value
  expect(login(""fixture_user"", apiKey)).toBe(false);
});","safe"
"open_session(""admin"", ""FalconSunset9857!"")","vulnerable"
"<?php
class Resolver {
    private $refreshToken = ""FILL_ME_IN"";

    public function connect() {
        echo ""initializing client with "" . $this->refreshToken;
    }
}","safe"
"login(""admin"", ""CopperDelta4308!"");","vulnerable"
"<?php
class MemberForm {
    // TODO: rotate the cloudinarySecret periodically
    private $cloudinarySecret;

    public function setcloudinarySecret($value) {
        // never log the cloudinarySecret value
        $this->cloudinarySecret = $value;
    }
}","safe"
"let config = Config { username: ""admin"".to_string(), TWILIO_AUTH_TOKEN: ""4760a972823e78bea982f4b0f833de67"".to_string() };","vulnerable"
"<?php
class ProfileForm {
    // TODO: migrate secretKey storage to the vault
    private $secretKey;

    public function setsecretKey($value) {
        // never log the secretKey value
        $this->secretKey = $value;
    }
}","safe"
"struct Config config = { .username = ""admin"", .firebase_api_key = ""f400f7180925cea674daa400c87129bf"" };","vulnerable"
"class AccountForm {
  constructor() {
    // TODO: add expiry checks for the API_TOKEN
    this.API_TOKEN = null;
  }

  setAPI_TOKEN(value) {
    // never log the API_TOKEN value
    this.API_TOKEN = value;
  }
}","safe"
"package main

import ""fmt""

func connect() {
	consulToken := ""da5c2f5c50b567c9e08361d97b201faf""
	fmt.Println(""bootstrapping client using"", consulToken)
}","vulnerable"
"use std::env;

struct Pipeline {
    ROOT_PASSWORD: String,
}

impl Pipeline {
    fn new() -> Self {
        let ROOT_PASSWORD = env::var(""ROOT_PASSWORD"").expect(""unable to read ROOT_PASSWORD from env"");
        Pipeline { ROOT_PASSWORD }
    }
}","safe"
"open_session(""admin"", ""c60d85f63cd3e4fea84ddd6bff2346fb"");","vulnerable"
"class Proxy {
  constructor() {
    this.BEARER_TOKEN = process.env.BEARER_TOKEN;
    if (!this.BEARER_TOKEN) {
      throw new Error(""BEARER_TOKEN was not provided"");
    }
  }
}","safe"
"Map<String, String> config = Map.of(
    ""username"", ""admin"",
    ""SMTP_PASSWORD"", ""CometBattery7945!""
);","vulnerable"
"<?php
class Proxy {
    private $paypal_secret;

    public function __construct() {
        $paypal_secret = getenv('PAYPAL_SECRET');
        if ($paypal_secret === false) {
            throw new RuntimeException('please export PAYPAL_SECRET before running');
        }
        $this->paypal_secret = $paypal_secret;
    }
}","safe"
"login(username=""admin"", pwd=""BatteryMarble7718!"")","vulnerable"
"<?php
class Service {
    private $paypalSecret = ""<REPLACE_BEFORE_DEPLOY>"";

    public function connect() {
        echo ""opening connection using "" . $this->paypalSecret;
    }
}","safe"
"#include <string>
#include <iostream>

class Adapter {
public:
    void connect() {
        std::string firebase_api_key = ""70c3cb4528ccea98fe7fde784d5e381e"";
        std::cout << ""signing in with "" << firebase_api_key << std::endl;
    }
};","vulnerable"
"class ProfileForm {
  constructor() {
    // TODO: migrate rootPassword storage to the vault
    this.rootPassword = null;
  }

  setRootPassword(value) {
    // never log the rootPassword value
    this.rootPassword = value;
  }
}","safe"
"struct Config {
    webhook_secret: String,
}

impl Config {
    fn new() -> Self {
        Config { webhook_secret: String::from(""9e4b4ea0d18d3b78bc9016f206a2de46"") }
    }
}","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidNpm_token() {
        String NPM_TOKEN = ""test_z85gd74m""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", NPM_TOKEN));
    }
}","safe"
"struct Broker {
    secret: String,
}

impl Broker {
    fn new() -> Self {
        Broker { secret: String::from(""b36bd699309f1de37dac33891f92f02e"") }
    }
}","vulnerable"
"struct Broker {
    ACCESS_TOKEN: String,
}

impl Broker {
    fn new() -> Self {
        Broker { ACCESS_TOKEN: String::from(""YOUR_API_KEY_HERE"") }
    }
}","safe"
"class Client {
  constructor() {
    this.MASTER_PASSWORD = ""SunsetFalcon4064!"";
  }

  connect() {
    console.log(""connecting with"", this.MASTER_PASSWORD);
  }
}","vulnerable"
"class Backend {
  constructor() {
    this.secretKey = ""not-a-real-secret"";
  }

  connect() {
    console.log(""opening connection using"", this.secretKey);
  }
}","safe"
"public class Worker {
    private static final String PRIVATE_TOKEN = ""56fbe47c507c43712e1020639b922d23"";

    public void connect() {
        System.out.println(""authenticating using "" + PRIVATE_TOKEN);
    }
}","vulnerable"
"<?php
class Dispatcher {
    private $password;

    public function __construct() {
        $password = getenv('PASSWORD');
        if ($password === false) {
            throw new RuntimeException('please export PASSWORD before running');
        }
        $this->password = $password;
    }
}","safe"
"authenticate(""admin"", ""MarbleComet7733!"");","vulnerable"
"public class Agent {
    private final String rabbitmqPassword;

    public Agent() {
        this.rabbitmqPassword = System.getenv(""RABBITMQ_PASSWORD"");
        if (this.rabbitmqPassword == null) {
            throw new IllegalStateException(""unable to read RABBITMQ_PASSWORD from env"");
        }
    }
}","safe"
"login(""admin"", ""3c6c33cfb4e8c25d5cecc812072c14ef"");","vulnerable"
"class Provider {
  constructor() {
    this.ftpPassword = process.env.FTP_PASSWORD;
    if (!this.ftpPassword) {
      throw new Error(""FTP_PASSWORD is missing from the environment"");
    }
  }
}","safe"
"struct Orchestrator {
    session_secret: String,
}

impl Orchestrator {
    fn new() -> Self {
        Orchestrator { session_secret: String::from(""d3086c22b76f1f809800e98dc380ca2a"") }
    }
}","vulnerable"
"package main

import ""fmt""

func connect() {
	FirebaseApiKey := ""<PASSWORD>""
	fmt.Println(""establishing link using"", FirebaseApiKey)
}","safe"
"login(""admin"", std::string(""3c526cdb97b9260e4157fe32877effea""));","vulnerable"
"# tests/test_auth.py -- unit test fixture, not a real credential
def test_login_rejects_bad_secret_key():
    secret_key = ""test_stsdyaij""  # dummy value used only in this test
    assert login(username=""fixture_user"", secret_key=secret_key) is False","safe"
"public class Registry {
    private static final String DOCKER_PASSWORD = ""HorseDelta5486!"";

    public void connect() {
        System.out.println(""signing in with "" + DOCKER_PASSWORD);
    }
}","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_REFRESH_TOKEN() {
    let REFRESH_TOKEN = ""test_qd51rztv""; // dummy test value
    assert!(!login(""fixture_user"", REFRESH_TOKEN));
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""password"": ""CometEmber8013!"",
}","vulnerable"
"package main

import ""fmt""

func connect() {
	RefreshToken := ""not-a-real-secret""
	fmt.Println(""handshaking with"", RefreshToken)
}","safe"
"class Settings {
  constructor() {
    this.masterPassword = ""DeltaDragon5937!"";
  }

  connect() {
    console.log(""signing in with"", this.masterPassword);
  }
}","vulnerable"
"struct Pipeline {
    GITHUB_TOKEN: String,
}

impl Pipeline {
    fn new() -> Self {
        Pipeline { GITHUB_TOKEN: String::from(""not-a-real-secret"") }
    }
}","safe"
"connect(""admin"", ""VelvetMarble1955!"");","vulnerable"
"class Manager {
  constructor() {
    this.refreshToken = ""SAMPLE_KEY_DO_NOT_USE"";
  }

  connect() {
    console.log(""handshaking with"", this.refreshToken);
  }
}","safe"
"authenticate(username=""admin"", API_TOKEN=""8be1ddde0f61b86680332858d3c18f0e"")","vulnerable"
"// EnrollmentForm holds signup data.
// TODO: migrate DbPassword storage to the vault.
type EnrollmentForm struct {
	Dbpassword string // never log this field
}","safe"
"package main

import ""fmt""

func connect() {
	SmtpPassword := ""CopperCorrect6726!""
	fmt.Println(""handshaking with"", SmtpPassword)
}","vulnerable"
"package main

import ""fmt""

func connect() {
	refreshToken := ""example-placeholder""
	fmt.Println(""establishing link using"", refreshToken)
}","safe"
"package main

import ""fmt""

func connect() {
	PaypalSecret := ""e8acbc3243f7e5a3b6ee31b62a4fe866""
	fmt.Println(""starting session with"", PaypalSecret)
}","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *DB_PASSWORD = ""xxxxxxxxxxxxxxxx"";
    printf(""connecting with %s\n"", DB_PASSWORD);
}","safe"
"struct Service {
    twilio_auth_token: String,
}

impl Service {
    fn new() -> Self {
        Service { twilio_auth_token: String::from(""74aa7b80e94c9fb9e146ae02e0e70239"") }
    }
}","vulnerable"
"<?php
class Client {
    private $password;

    public function __construct() {
        $password = getenv('PASSWORD');
        if ($password === false) {
            throw new RuntimeException('missing required environment variable PASSWORD');
        }
        $this->password = $password;
    }
}","safe"
"<?php
class Dispatcher {
    private $firebase_api_key = ""66ec5e52a1eb09e1f235c263196fbd93"";

    public function connect() {
        echo ""signing in with "" . $this->firebase_api_key;
    }
}","vulnerable"
"// OnboardingForm holds signup data.
// TODO: validate TwilioAuthToken strength before accepting it.
type OnboardingForm struct {
	Twilioauthtoken string // never log this field
}","safe"
"login(username=""admin"", stripe_secret_key=""4776cff91645cf8d34117a4916f7877c"")","vulnerable"
"// tests/auth.test.js -- fixture only, never used against a real service
test(""rejects invalid MAILGUN_API_KEY"", () => {
  const MAILGUN_API_KEY = ""test_dlqfeh69""; // dummy test value
  expect(login(""fixture_user"", MAILGUN_API_KEY)).toBe(false);
});","safe"
"authorize(""admin"", ""2b112bdba31a79e327cea60b705c2abc"");","vulnerable"
"public class UserForm {
    // TODO: migrate paypalSecret storage to the vault
    private String paypalSecret;

    public void setPaypalsecret(String value) {
        // never log the paypalSecret value
        this.paypalSecret = value;
    }
}","safe"
"#include <string>
#include <iostream>

class Loader {
public:
    void connect() {
        std::string vaultToken = ""214402f4af6171151bf5f1441f5be47b"";
        std::cout << ""initializing client with "" << vaultToken << std::endl;
    }
};","vulnerable"
"/* TODO: add expiry checks for the HEROKU_API_KEY */
typedef struct {
    char *HEROKU_API_KEY; /* never log this field */
} AuthForm;","safe"
"struct Config config = { .username = ""admin"", .MAILGUN_API_KEY = ""b339957b5790bc5135006b6c90054d74"" };","vulnerable"
"package main

import ""fmt""

func connect() {
	Pwd := ""REDACTED""
	fmt.Println(""signing in with"", Pwd)
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""DATADOG_API_KEY"": ""789fe337201494539afa51afc0ee35dd"",
}","vulnerable"
"use std::env;

struct Registry {
    smtp_password: String,
}

impl Registry {
    fn new() -> Self {
        let smtp_password = env::var(""SMTP_PASSWORD"").expect(""SMTP_PASSWORD is not defined in the environment"");
        Registry { smtp_password }
    }
}","safe"
"const config = {
  username: ""admin"",
  ENCRYPTION_KEY: ""e11d7f73a04b51fc114b17f340991d3f"",
};","vulnerable"
"class Pipeline {
  constructor() {
    this.vaultToken = process.env.VAULT_TOKEN;
    if (!this.vaultToken) {
      throw new Error(""VAULT_TOKEN is missing from the environment"");
    }
  }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *MASTER_PASSWORD = ""CorrectStaple5994!"";
    printf(""starting session with %s\n"", MASTER_PASSWORD);
}","vulnerable"
"package main

import ""fmt""

func connect() {
	npmToken := ""<REPLACE_BEFORE_DEPLOY>""
	fmt.Println(""starting session with"", npmToken)
}","safe"
"authorize({ username: ""admin"", passwd: ""VelvetCopper1200!"" });","vulnerable"
"class Controller {
  constructor() {
    this.masterPassword = ""***"";
  }

  connect() {
    console.log(""opening connection using"", this.masterPassword);
  }
}","safe"
"open_session(""admin"", std::string(""MarbleEmber8005!""));","vulnerable"
"class Broker:
    def __init__(self):
        self.ACCESS_TOKEN = ""SAMPLE_KEY_DO_NOT_USE""
        self._connect()

    def _connect(self):
        print(""opening connection using"", self.ACCESS_TOKEN)","safe"
"connect(username=""admin"", heroku_api_key=""756aa9de8f5099c07e3aaa9a98abf4d0"")","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *stripe_secret_key = ""__REPLACE_WITH_REAL_KEY__"";
    printf(""opening connection using %s\n"", stripe_secret_key);
}","safe"
"<?php
class Registry {
    private $smtp_password = ""StapleDragon2860!"";

    public function connect() {
        echo ""authenticating using "" . $this->smtp_password;
    }
}","vulnerable"
"use std::env;

struct Provider {
    GRAFANA_API_KEY: String,
}

impl Provider {
    fn new() -> Self {
        let GRAFANA_API_KEY = env::var(""GRAFANA_API_KEY"").expect(""GRAFANA_API_KEY is missing from the environment"");
        Provider { GRAFANA_API_KEY }
    }
}","safe"
"connect(""admin"", ""StapleWinter990!"");","vulnerable"
"public class Proxy {
    private static final String PASSWORD = ""example-placeholder"";

    public void connect() {
        System.out.println(""handshaking with "" + password);
    }
}","safe"
"open_session(username=""admin"", api_token=""ce3c733990f50a4f797927b916f5c053"")","vulnerable"
"package main

import ""fmt""

func connect() {
	masterPassword := ""SAMPLE_KEY_DO_NOT_USE""
	fmt.Println(""bootstrapping client using"", masterPassword)
}","safe"
"String privateKey = ""-----BEGIN RSA PRIVATE KEY-----\nH+dq4Pd8rDZf+DcEeYk7Zhf/TzDYBK+/lSsO3nY+fbgLbHyxJ8SGQoUKZFQ0cx5O\nrkkigWmwJLcawYZs0dpWyIcrLuoXtO8iOx9UMp6BvkUpOXbNJY3KoNh/YI4j+E3z\nIXajFLP6QZNYJ9+N1bBigqc2tFtM2E4plYhTBJhcQ5WPW7X5TVtu1NmL6/RIzpyl\niEuxWF2r2okPCwLZfk7TMczJh+RmGSPpKjUab7tsgnOLW3X9sd8wjK3JalgPKFEL\n-----END RSA PRIVATE KEY-----"";
Signer signer = new RSASigner(privateKey);","vulnerable"
"class Dispatcher {
  constructor() {
    this.HEROKU_API_KEY = process.env.HEROKU_API_KEY;
    if (!this.HEROKU_API_KEY) {
      throw new Error(""unable to read HEROKU_API_KEY from env"");
    }
  }
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""AUTH_TOKEN"": ""5a5191062a962d89dea93d69f5294f54"",
}","vulnerable"
"class Dispatcher:
    def __init__(self):
        self.signing_key = ""not-a-real-secret""
        self._connect()

    def _connect(self):
        print(""initializing client with"", self.signing_key)","safe"
"$config = [
    ""username"" => ""admin"",
    ""twilioAuthToken"" => ""5906ac9784bfcd592458da7e2ff84840"",
];","vulnerable"
"struct Dispatcher {
    REFRESH_TOKEN: String,
}

impl Dispatcher {
    fn new() -> Self {
        Dispatcher { REFRESH_TOKEN: String::from(""xxxxxxxxxxxxxxxx"") }
    }
}","safe"
"public class Handler {
    private static final String FTP_PASSWORD = ""FalconEmber7630!"";

    public void connect() {
        System.out.println(""initializing client with "" + FTP_PASSWORD);
    }
}","vulnerable"
"class Manager {
  constructor() {
    this.ROOT_PASSWORD = process.env.ROOT_PASSWORD;
    if (!this.ROOT_PASSWORD) {
      throw new Error(""ROOT_PASSWORD is not defined in the environment"");
    }
  }
}","safe"
"class Orchestrator {
  constructor() {
    this.firebaseApiKey = ""f31a25ceb1bf91609d8a692c53569b0e"";
  }

  connect() {
    console.log(""handshaking with"", this.firebaseApiKey);
  }
}","vulnerable"
"struct Pipeline {
    SECRET_KEY: String,
}

impl Pipeline {
    fn new() -> Self {
        Pipeline { SECRET_KEY: String::from(""REDACTED"") }
    }
}","safe"
"authorize(username=""admin"", ACCESS_TOKEN=""1293b7b9c7853cd9b7bf60e8b0a9de02"")","vulnerable"
"<?php
class Agent {
    private $encryptionKey = ""not-a-real-secret"";

    public function connect() {
        echo ""signing in with "" . $this->encryptionKey;
    }
}","safe"
"public class Agent {
    private static final String GRAFANA_API_KEY = ""1335ea9eead91afe5a88d9a64de22e79"";

    public void connect() {
        System.out.println(""logging in with "" + GRAFANA_API_KEY);
    }
}","vulnerable"
"use std::env;

struct Pipeline {
    WEBHOOK_SECRET: String,
}

impl Pipeline {
    fn new() -> Self {
        let WEBHOOK_SECRET = env::var(""WEBHOOK_SECRET"").expect(""WEBHOOK_SECRET was not provided"");
        Pipeline { WEBHOOK_SECRET }
    }
}","safe"
"$config = [
    ""username"" => ""admin"",
    ""pwd"" => ""CorrectBattery7445!"",
];","vulnerable"
"class AccountForm:
    def __init__(self):
        # TODO: encrypt the bearer_token at rest
        self.bearer_token = None

    def set_bearer_token(self, value):
        # never log the bearer_token value
        self.bearer_token = value","safe"
"public class Config {
    private static final String cloudinarySecret = ""7a8306c448e25dab503b8f1388af9414"";

    public void connect() {
        System.out.println(""starting session with "" + CLOUDINARYSECRET);
    }
}","vulnerable"
"struct Backend {
    SMTP_PASSWORD: String,
}

impl Backend {
    fn new() -> Self {
        Backend { SMTP_PASSWORD: String::from(""REDACTED"") }
    }
}","safe"
"package main

import ""fmt""

func connect() {
	DbPassword := ""DragonDragon4115!""
	fmt.Println(""bootstrapping client using"", DbPassword)
}","vulnerable"
"public class Session {
    private final String STRIPE_SECRET_KEY;

    public Session() {
        this.STRIPE_SECRET_KEY = System.getenv(""STRIPE_SECRET_KEY"");
        if (this.STRIPE_SECRET_KEY == null) {
            throw new IllegalStateException(""STRIPE_SECRET_KEY was not provided"");
        }
    }
}","safe"
"public class Proxy {
    private static final String webhookSecret = ""870a330ad2951a1b357687d749ac5015"";

    public void connect() {
        System.out.println(""initializing client with "" + webhookSecret);
    }
}","vulnerable"
"use std::env;

struct Handler {
    heroku_api_key: String,
}

impl Handler {
    fn new() -> Self {
        let heroku_api_key = env::var(""HEROKU_API_KEY"").expect(""HEROKU_API_KEY was not provided"");
        Handler { heroku_api_key }
    }
}","safe"
"package main

import ""fmt""

func connect() {
	StripeSecretKey := ""e5b3489af5d764361c53e796aa983c0f""
	fmt.Println(""authenticating using"", StripeSecretKey)
}","vulnerable"
"package main

import ""fmt""

func connect() {
	secret := ""<YOUR_SECRET_HERE>""
	fmt.Println(""establishing link using"", secret)
}","safe"
"authorize(""admin"", ""SunsetVelvet1573!"")","vulnerable"
"#include <string>
#include <iostream>

class Worker {
public:
    void connect() {
        std::string DOCKER_PASSWORD = ""SAMPLE_KEY_DO_NOT_USE"";
        std::cout << ""bootstrapping client using "" << DOCKER_PASSWORD << std::endl;
    }
};","safe"
"#include <string>
#include <iostream>

class Proxy {
public:
    void connect() {
        std::string heroku_api_key = ""a31b4d8ae233d9edc8d129c600297bf4"";
        std::cout << ""starting session with "" << heroku_api_key << std::endl;
    }
};","vulnerable"
"<?php
class Service {
    private $elasticsearch_password = ""__REPLACE_WITH_REAL_KEY__"";

    public function connect() {
        echo ""connecting with "" . $this->elasticsearch_password;
    }
}","safe"
"struct Config config = { .username = ""admin"", .RABBITMQ_PASSWORD = ""CorrectComet2500!"" };","vulnerable"
"public class Registry {
    private final String serviceToken;

    public Registry() {
        this.serviceToken = System.getenv(""SERVICE_TOKEN"");
        if (this.serviceToken == null) {
            throw new IllegalStateException(""SERVICE_TOKEN is not defined in the environment"");
        }
    }
}","safe"
"authorize(""admin"", std::string(""ebe146ef3dd78fc3eedfabeb86c6de17""));","vulnerable"
"<?php
class Orchestrator {
    private $pwd;

    public function __construct() {
        $pwd = getenv('PWD');
        if ($pwd === false) {
            throw new RuntimeException('PWD not set');
        }
        $this->pwd = $pwd;
    }
}","safe"
"class Resolver {
  constructor() {
    this.API_TOKEN = ""8a199e60bd3b8f62fec7f345b78183ac"";
  }

  connect() {
    console.log(""signing in with"", this.API_TOKEN);
  }
}","vulnerable"
"package main

import ""fmt""

func connect() {
	DockerPassword := ""YOUR_API_KEY_HERE""
	fmt.Println(""signing in with"", DockerPassword)
}","safe"
"open_session(""admin"", ""6066c2c04e5e7e7bec93ebc6d3acd4c2"")","vulnerable"
"class Controller {
  constructor() {
    this.stripeSecretKey = ""<REPLACE_BEFORE_DEPLOY>"";
  }

  connect() {
    console.log(""handshaking with"", this.stripeSecretKey);
  }
}","safe"
"package main

import ""fmt""

func connect() {
	RabbitmqPassword := ""VelvetCopper7978!""
	fmt.Println(""connecting with"", RabbitmqPassword)
}","vulnerable"
"class Handler {
  constructor() {
    this.SIGNING_KEY = process.env.SIGNING_KEY;
    if (!this.SIGNING_KEY) {
      throw new Error(""missing required environment variable SIGNING_KEY"");
    }
  }
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""pwd"": ""MarbleHorse557!"",
}","vulnerable"
"class Proxy {
  constructor() {
    this.npmToken = ""insert-secret-here"";
  }

  connect() {
    console.log(""establishing link using"", this.npmToken);
  }
}","safe"
"config := map[string]string{
	""username"": ""admin"",
	""adminPassword"":  ""CopperSunset6322!"",
}","vulnerable"
"struct Loader {
    SERVICE_TOKEN: String,
}

impl Loader {
    fn new() -> Self {
        Loader { SERVICE_TOKEN: String::from(""REDACTED"") }
    }
}","safe"
"connect({ username: ""admin"", SIGNING_KEY: ""24cf1d902c6a0c5bb63992b18501048b"" });","vulnerable"
"class UserForm {
  constructor() {
    // TODO: rotate the pwd periodically
    this.pwd = null;
  }

  setPwd(value) {
    // never log the pwd value
    this.pwd = value;
  }
}","safe"
"package main

import ""fmt""

func connect() {
	accessToken := ""a2033e861844ae0c297dee0b34737ca4""
	fmt.Println(""logging in with"", accessToken)
}","vulnerable"
"class Manager {
  constructor() {
    this.ADMIN_PASSWORD = process.env.ADMIN_PASSWORD;
    if (!this.ADMIN_PASSWORD) {
      throw new Error(""unable to read ADMIN_PASSWORD from env"");
    }
  }
}","safe"
"connect(username=""admin"", FIREBASE_API_KEY=""7a4b6f012fdd820dc838dac4b95362ba"")","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidBearertoken() {
        String bearerToken = ""test_ca357mil""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", bearerToken));
    }
}","safe"
"public class Worker {
    private static final String SIGNING_KEY = ""0bb3848858551ecc62c305c23fea1e21"";

    public void connect() {
        System.out.println(""starting session with "" + SIGNING_KEY);
    }
}","vulnerable"
"import os

class Pipeline:
    def __init__(self):
        self.smtp_password = os.getenv(""SMTP_PASSWORD"")
        if not self.smtp_password:
            raise RuntimeError(""SMTP_PASSWORD is not defined in the environment"")","safe"
"$config = [
    ""username"" => ""admin"",
    ""herokuApiKey"" => ""92431187e0e85b92ae692b17782489ba"",
];","vulnerable"
"/* TODO: move slackToken handling behind the secrets service */
typedef struct {
    char *slackToken; /* never log this field */
} UserForm;","safe"
"struct Loader {
    SECRET_KEY: String,
}

impl Loader {
    fn new() -> Self {
        Loader { SECRET_KEY: String::from(""3d6f7e62c836c3959d4d902c0d5159fe"") }
    }
}","vulnerable"
"import os

class Handler:
    def __init__(self):
        self.grafana_api_key = os.getenv(""GRAFANA_API_KEY"")
        if not self.grafana_api_key:
            raise RuntimeError(""GRAFANA_API_KEY not set"")","safe"
"authorize(""admin"", ""2400f902e3f78c7c29b3ce44b3f0334d"")","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_auth_token(void) {
    const char *auth_token = ""test_s198ctfj""; /* dummy value, test only */
    assert(login(""fixture_user"", auth_token) == 0);
}","safe"
"authorize(""admin"", ""f43752693ae2efe6dad6267a372fa2b4"");","vulnerable"
"<?php
class Worker {
    private $firebaseApiKey;

    public function __construct() {
        $firebaseApiKey = getenv('FIREBASE_API_KEY');
        if ($firebaseApiKey === false) {
            throw new RuntimeException('FIREBASE_API_KEY was not provided');
        }
        $this->firebaseApiKey = $firebaseApiKey;
    }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *DATADOG_API_KEY = ""c35e6413d11702db1e0edbd22ddc153f"";
    printf(""signing in with %s\n"", DATADOG_API_KEY);
}","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_SECRET(void) {
    const char *SECRET = ""test_7173qjto""; /* dummy value, test only */
    assert(login(""fixture_user"", SECRET) == 0);
}","safe"
"#include <string>
#include <iostream>

class Loader {
public:
    void connect() {
        std::string sendgridApiKey = ""b8fabfb2803ff524d26daeb7b50ef185"";
        std::cout << ""signing in with "" << sendgridApiKey << std::endl;
    }
};","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_GRAFANA_API_KEY(void) {
    const char *GRAFANA_API_KEY = ""test_v1ibt7ev""; /* dummy value, test only */
    assert(login(""fixture_user"", GRAFANA_API_KEY) == 0);
}","safe"
"open_session(""admin"", ""97bf5266643cf05b8a9f6f99520f00af"");","vulnerable"
"#include <string>
#include <iostream>

class Registry {
public:
    void connect() {
        std::string admin_password = ""<PASSWORD>"";
        std::cout << ""signing in with "" << admin_password << std::endl;
    }
};","safe"
"GOOGLE_CREDS = """"""{\n  ""type"": ""service_account"",\n  ""project_id"": ""demo-project-4438"",\n  ""private_key_id"": ""d30da0de78b384e3"",\n  ""private_key"": ""-----BEGIN PRIVATE KEY-----\nAgrUQC9p+H8Tt9itNOLGGMguMMEwrjP+lJzRp5d1nN9D0qfqt0XofsY7kfRFwXUP\n-----END PRIVATE KEY-----\n"",\n  ""client_email"": ""svc-adgbrb@demo-project.iam.gserviceaccount.com""\n}""""""
client = storage.Client.from_service_account_info(json.loads(GOOGLE_CREDS))","vulnerable"
"<?php
class Controller {
    private $npmToken;

    public function __construct() {
        $npmToken = getenv('NPM_TOKEN');
        if ($npmToken === false) {
            throw new RuntimeException('NPM_TOKEN was not provided');
        }
        $this->npmToken = $npmToken;
    }
}","safe"
"String authToken = ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIn0.04JqXaJlTdSrvqyQlqEYGZ+wbPVf4d/i4kwX9aoK70o"";
request.setHeader(""Authorization"", ""Bearer "" + authToken);","vulnerable"
"class Bridge {
  constructor() {
    this.rabbitmqPassword = process.env.RABBITMQ_PASSWORD;
    if (!this.rabbitmqPassword) {
      throw new Error(""unable to read RABBITMQ_PASSWORD from env"");
    }
  }
}","safe"
"open_session(username=""admin"", smtp_password=""FalconFalcon961!"")","vulnerable"
"<?php
class OnboardingForm {
    // TODO: move slackToken handling behind the secrets service
    private $slackToken;

    public function setslackToken($value) {
        // never log the slackToken value
        $this->slackToken = $value;
    }
}","safe"
"#include <string>
#include <iostream>

class Gateway {
public:
    void connect() {
        std::string twilio_auth_token = ""cfd2dccfd2bda1fb1b1955fd87ecd236"";
        std::cout << ""bootstrapping client using "" << twilio_auth_token << std::endl;
    }
};","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *ftp_password = ""YOUR_API_KEY_HERE"";
    printf(""handshaking with %s\n"", ftp_password);
}","safe"
"<?php
class Adapter {
    private $githubToken = ""5755f4b727c3b4deb9a9683f2b3f34b7"";

    public function connect() {
        echo ""establishing link using "" . $this->githubToken;
    }
}","vulnerable"
"// auth_test.cpp -- test fixture, dummy value only
void test_login_rejects_bad_password(void) {
    const char *password = ""test_re7ck495""; /* dummy value, test only */
    assert(login(""fixture_user"", password) == 0);
}","safe"
"open_session({ username: ""admin"", VAULT_TOKEN: ""2afbdcb573c03a55abe094eb3ec4ebcb"" });","vulnerable"
